timestamp_s,dest
0.013454,675
0.013459,675
0.013464,675
0.013467,675
0.013494,675
0.013520,675
0.013593,675
0.013597,675
0.013599,675
0.013685,675
0.013721,675
0.013722,675
0.013737,675
0.013852,675
0.013876,675
0.013902,675
0.013943,675
0.013974,675
0.014022,675
0.014028,675
0.014035,675
0.014113,675
0.014130,675
0.014215,675
0.014227,675
0.014252,5330551
0.014254,5330551
0.014254,5330551
0.014345,675
0.014497,675
0.014523,675
0.014527,675
0.014581,675
0.014617,675
0.014680,675
0.014740,675
0.014806,675
0.014843,675
0.014952,675
0.014956,675
0.014977,675
0.015010,675
0.015022,675
0.015132,675
0.015168,675
0.015169,675
0.015191,675
0.015332,675
0.015362,675
0.015370,675
0.015523,675
0.015610,675
0.015641,675
0.015705,675
0.015709,675
0.015713,675
0.015739,675
0.015744,675
0.015769,675
0.015773,675
0.015803,675
0.015807,675
0.015814,675
0.015852,675
0.015869,675
0.015894,675
0.015903,675
0.015981,675
0.016130,675
0.016131,675
0.016184,675
0.016190,675
0.016268,675
0.016268,675
0.016319,675
0.016319,675
0.016433,675
0.016513,675
0.016517,675
0.016580,675
0.016655,675
0.016665,675
0.016691,675
0.016720,675
0.016762,675
0.016799,675
0.016824,675
0.016864,675
0.016903,675
0.016912,675
0.016936,675
0.017015,675
0.017059,675
0.017073,675
0.017093,61772289
0.017093,61772289
0.017094,61772289
0.017096,61772289
0.017098,61772289
0.017101,61772289
0.017102,61772289
0.017106,61772289
0.017106,61772289
0.017110,61772289
0.017115,61772289
0.017126,61772289
0.017126,61772289
0.017127,61772289
0.017129,61772289
0.017130,61772289
0.017132,61772289
0.017136,61772289
0.017137,61772289
0.017142,61772289
0.017145,61772289
0.017149,61772289
0.017150,61772289
0.017152,61772289
0.017155,61772289
0.017160,61772289
0.017162,61772289
0.017163,61772289
0.017163,61772289
0.017169,61772289
0.017171,61772289
0.017174,61772289
0.017176,61772289
0.017178,675
0.017181,61772289
0.017182,61772289
0.017226,675
0.017236,675
0.017263,675
0.017295,675
0.017324,675
0.017327,675
0.017335,675
0.017352,675
0.017387,675
0.017491,675
0.017539,675
0.017598,675
0.017645,675
0.017677,675
0.017701,675
0.017710,675
0.017803,675
0.017837,675
0.017849,675
0.017851,675
0.017877,675
0.017886,675
0.017935,675
0.017951,675
0.017978,675
0.018057,675
0.018069,675
0.018085,675
0.018134,675
0.018282,675
0.018350,675
0.018367,675
0.018386,675
0.018402,675
0.018457,675
0.018618,675
0.018629,675
0.018630,675
0.018796,675
0.018806,675
0.018811,675
0.018882,675
0.018888,675
0.018916,675
0.019035,675
0.019162,675
0.019164,675
0.019175,675
0.019180,675
0.019255,675
0.019256,675
0.019258,675
0.019349,675
0.019349,675
0.019400,675
0.019426,675
0.019448,675
0.019479,675
0.019609,675
0.019614,675
0.019717,675
0.019728,675
0.019731,675
0.019772,675
0.019803,675
0.019819,675
0.019832,675
0.019832,675
0.019945,675
0.019980,675
0.019994,675
0.020038,675
0.020047,675
0.020050,675
0.020058,675
0.020091,675
0.020100,675
0.020110,675
0.020151,675
0.020163,675
0.020183,675
0.020231,675
0.020245,675
0.020289,675
0.020298,675
0.020308,675
0.020384,675
0.020478,675
0.020509,675
0.020540,675
0.020601,675
0.020649,675
0.020650,675
0.020689,675
0.020743,675
0.020915,675
0.020949,675
0.020958,675
0.020975,675
0.021005,675
0.021008,675
0.021069,675
0.021091,675
0.021094,675
0.021114,675
0.021129,675
0.021137,675
0.021167,675
0.021168,675
0.021175,675
0.021209,675
0.021232,675
0.021250,675
0.021260,675
0.021281,675
0.021292,675
0.021336,675
0.021365,675
0.021418,675
0.021428,675
0.021459,675
0.021548,675
0.021565,675
0.021570,675
0.021580,675
0.021599,675
0.021608,675
0.021624,675
0.021641,675
0.021696,675
0.021887,675
0.021888,675
0.021898,675
0.021935,675
0.021983,675
0.022062,675
0.022068,675
0.022198,675
0.022202,675
0.022286,675
0.022296,675
0.022363,675
0.022408,675
0.022417,675
0.022447,675
0.022451,675
0.022486,675
0.022592,675
0.022597,675
0.022658,675
0.022677,675
0.022678,675
0.022722,675
0.022735,675
0.022813,675
0.022851,675
0.022903,675
0.022991,675
0.023007,675
0.023084,675
0.023196,675
0.023260,675
0.023418,675
0.023421,675
0.023485,675
0.023491,675
0.023558,675
0.023614,675
0.023693,675
0.023705,675
0.023738,675
0.023792,675
0.023843,675
0.023866,675
0.023994,675
0.024026,675
0.024115,675
0.024141,675
0.024175,675
0.024195,675
0.024234,675
0.024289,675
0.024313,675
0.024324,675
0.024396,675
0.024450,675
0.024518,675
0.024536,675
0.024644,675
0.024659,675
0.024684,675
0.024691,675
0.024739,675
0.024773,675
0.024808,675
0.024829,675
0.024849,675
0.024869,675
0.024901,675
0.024921,675
0.024962,675
0.024964,675
0.024993,675
0.025012,675
0.025051,675
0.025102,675
0.025169,675
0.025187,675
0.025191,675
0.025204,675
0.025228,675
0.025298,675
0.025336,675
0.025350,675
0.025363,675
0.025424,675
0.025447,675
0.025448,675
0.025471,675
0.025586,675
0.025586,675
0.025672,675
0.025674,675
0.025677,675
0.025691,675
0.025691,675
0.025700,675
0.025898,675
0.025911,675
0.025924,675
0.025925,675
0.025946,675
0.026056,675
0.026063,675
0.026095,675
0.026114,675
0.026148,675
0.026188,675
0.026207,675
0.026210,675
0.026247,675
0.026268,675
0.026330,675
0.026347,675
0.026460,675
0.026465,675
0.026570,675
0.026621,675
0.026711,675
0.026754,675
0.026826,675
0.026844,675
0.026847,675
0.026857,675
0.026880,675
0.026898,675
0.026917,675
0.026941,675
0.026963,675
0.026974,675
0.027000,675
0.027004,675
0.027256,675
0.027423,675
0.027441,675
0.027497,675
0.027503,675
0.027657,675
0.027738,675
0.027739,675
0.027755,675
0.027761,675
0.027762,675
0.027793,675
0.027824,675
0.027846,675
0.027921,675
0.027922,675
0.027927,675
0.027931,675
0.027983,675
0.028137,1442
0.028198,1442
0.028204,1638
0.028209,1442
0.028213,1638
0.028213,675
0.028213,1638
0.028224,1638
0.028228,1638
0.028228,1638
0.028230,675
0.028248,1638
0.028267,675
0.028279,675
0.028282,1638
0.028288,1442
0.028292,1638
0.028309,1638
0.028319,1638
0.028319,1638
0.028325,1638
0.028329,1442
0.028339,1638
0.028345,1638
0.028347,1638
0.028368,1638
0.028373,1442
0.028373,1638
0.028379,675
0.028383,1442
0.028386,675
0.028390,1638
0.028392,1638
0.028395,1638
0.028403,675
0.028419,1638
0.028421,1442
0.028422,1638
0.028429,1638
0.028434,1638
0.028440,1638
0.028441,1638
0.028445,1442
0.028449,1638
0.028449,1638
0.028456,1638
0.028459,675
0.028460,1638
0.028461,1638
0.028464,1638
0.028469,1638
0.028477,1638
0.028481,1442
0.028492,1638
0.028494,1638
0.028502,1638
0.028510,1638
0.028516,1638
0.028519,675
0.028519,1638
0.028540,1638
0.028542,1638
0.028546,1638
0.028546,1638
0.028549,1638
0.028551,1638
0.028554,675
0.028554,1638
0.028556,1638
0.028559,1638
0.028567,1638
0.028572,1638
0.028584,1638
0.028600,1638
0.028608,1638
0.028617,1638
0.028618,1638
0.028630,1638
0.028639,1638
0.028648,1638
0.028652,1638
0.028653,1638
0.028664,1638
0.028665,1442
0.028667,1638
0.028673,1442
0.028677,1638
0.028679,1638
0.028698,1638
0.028722,1638
0.028727,1638
0.028739,1638
0.028743,675
0.028747,1638
0.028748,1442
0.028749,1638
0.028751,1638
0.028753,1638
0.028758,675
0.028770,1638
0.028772,675
0.028774,1442
0.028784,1638
0.028784,1638
0.028789,1442
0.028790,1638
0.028795,1638
0.028804,1638
0.028805,1638
0.028822,1638
0.028823,675
0.028827,1638
0.028832,1638
0.028837,1638
0.028847,1638
0.028850,1442
0.028850,1638
0.028850,1638
0.028852,1638
0.028863,1638
0.028870,1638
0.028884,675
0.028897,675
0.028901,1638
0.028902,1638
0.028914,1638
0.028914,1638
0.028918,1638
0.028926,1638
0.028936,675
0.028938,675
0.028944,1442
0.028946,1638
0.028946,1638
0.028951,1638
0.028956,1638
0.028958,1638
0.028966,1638
0.028977,1638
0.028979,675
0.028979,1638
0.029006,1638
0.029031,1638
0.029032,1638
0.029041,1638
0.029043,675
0.029050,1442
0.029058,1638
0.029059,1638
0.029068,1638
0.029072,1638
0.029077,1638
0.029080,1638
0.029080,1638
0.029082,675
0.029083,1442
0.029106,1638
0.029107,675
0.029108,1638
0.029115,1638
0.029122,1442
0.029124,1442
0.029130,1638
0.029135,1638
0.029139,1442
0.029146,675
0.029155,675
0.029155,1638
0.029177,1638
0.029184,1638
0.029185,1638
0.029191,1638
0.029192,1638
0.029196,1442
0.029197,1638
0.029232,675
0.029235,1638
0.029238,1638
0.029244,1638
0.029251,1638
0.029257,1638
0.029257,1638
0.029258,1638
0.029259,1638
0.029259,1638
0.029277,675
0.029297,1442
0.029299,675
0.029301,675
0.029301,675
0.029307,1638
0.029309,1638
0.029312,1442
0.029320,675
0.029323,1638
0.029331,1638
0.029341,1638
0.029352,1638
0.029363,675
0.029365,1638
0.029380,1442
0.029385,1638
0.029409,675
0.029411,1638
0.029427,1638
0.029438,1638
0.029438,1638
0.029439,1638
0.029445,1638
0.029447,675
0.029449,1638
0.029450,675
0.029451,1638
0.029454,1638
0.029466,1638
0.029468,1638
0.029469,1442
0.029471,1638
0.029479,675
0.029479,1442
0.029485,1638
0.029494,1638
0.029496,1638
0.029498,1442
0.029509,1638
0.029515,675
0.029515,1638
0.029516,675
0.029518,1638
0.029520,1638
0.029521,1638
0.029534,1638
0.029537,1442
0.029548,1638
0.029550,1638
0.029557,1638
0.029560,1442
0.029566,1638
0.029577,675
0.029587,1638
0.029588,675
0.029592,675
0.029593,1638
0.029605,675
0.029609,1638
0.029618,1638
0.029625,1442
0.029625,1638
0.029626,675
0.029626,1638
0.029636,1638
0.029649,1638
0.029656,1638
0.029657,1638
0.029659,1638
0.029661,1638
0.029666,1638
0.029667,1442
0.029670,1638
0.029672,1638
0.029673,1638
0.029678,1638
0.029681,1638
0.029683,1638
0.029687,1638
0.029693,1442
0.029705,1638
0.029707,1638
0.029719,675
0.029728,1638
0.029731,1442
0.029740,1638
0.029742,1638
0.029744,1638
0.029759,1442
0.029773,1638
0.029784,1638
0.029787,1638
0.029793,1638
0.029798,1638
0.029806,1638
0.029806,1638
0.029808,675
0.029808,1638
0.029811,1638
0.029815,675
0.029819,1442
0.029819,1442
0.029833,1638
0.029835,1638
0.029835,1638
0.029841,1638
0.029846,675
0.029861,1638
0.029864,1638
0.029864,675
0.029876,675
0.029878,1638
0.029883,1638
0.029888,675
0.029894,1638
0.029897,1638
0.029904,1638
0.029905,1638
0.029917,1638
0.029920,1638
0.029922,675
0.029935,1442
0.029936,1638
0.029938,1638
0.029938,675
0.029939,1638
0.029943,675
0.029948,675
0.029957,1442
0.029966,1638
0.029968,1638
0.029981,1638
0.029991,1638
0.029994,1638
0.029997,1638
0.030002,1638
0.030004,1638
0.030004,1442
0.030011,1638
0.030042,675
0.030045,675
0.030047,1638
0.030049,675
0.030054,675
0.030055,1638
0.030056,1638
0.030069,675
0.030073,1638
0.030074,1638
0.030075,675
0.030090,1638
0.030096,1638
0.030101,1638
0.030107,1442
0.030122,1638
0.030128,675
0.030137,1638
0.030147,675
0.030151,1638
0.030157,1638
0.030159,1638
0.030162,1638
0.030164,1442
0.030168,675
0.030178,1442
0.030188,1638
0.030193,1638
0.030203,1638
0.030208,1638
0.030210,675
0.030212,1638
0.030214,1638
0.030222,675
0.030223,675
0.030228,1638
0.030235,1638
0.030243,1638
0.030254,675
0.030254,1638
0.030256,675
0.030258,1638
0.030262,1638
0.030265,1442
0.030302,1638
0.030302,675
0.030306,675
0.030316,675
0.030326,675
0.030326,1638
0.030328,1638
0.030333,675
0.030373,675
0.030377,1638
0.030378,1638
0.030385,1638
0.030391,1638
0.030394,1638
0.030410,1638
0.030421,1638
0.030425,1638
0.030438,675
0.030442,1638
0.030445,1638
0.030447,1638
0.030448,1442
0.030449,1638
0.030460,1442
0.030463,1638
0.030466,1638
0.030489,1638
0.030491,1442
0.030501,1638
0.030505,1638
0.030506,675
0.030506,1638
0.030510,1638
0.030522,1638
0.030524,1442
0.030526,1638
0.030542,1638
0.030551,1638
0.030554,1638
0.030561,1638
0.030569,1638
0.030580,1638
0.030581,1638
0.030584,1638
0.030588,1442
0.030591,1638
0.030593,1638
0.030601,675
0.030604,1638
0.030605,675
0.030605,1638
0.030606,1638
0.030627,1638
0.030631,1638
0.030634,1638
0.030640,1638
0.030643,1638
0.030649,1638
0.030649,1638
0.030652,1638
0.030658,1638
0.030659,675
0.030659,1638
0.030680,1638
0.030685,1638
0.030713,1442
0.030729,1442
0.030730,1442
0.030731,1638
0.030736,1638
0.030741,1442
0.030742,1638
0.030752,1638
0.030756,1638
0.030756,1638
0.030759,675
0.030760,1638
0.030762,1442
0.030764,1638
0.030771,1638
0.030786,1638
0.030802,1442
0.030807,1638
0.030807,1638
0.030807,1638
0.030809,675
0.030812,1638
0.030826,675
0.030842,675
0.030845,675
0.030851,1442
0.030858,1638
0.030859,1638
0.030875,1638
0.030878,1638
0.030886,1638
0.030893,1638
0.030900,1638
0.030914,1638
0.030924,675
0.030936,1638
0.030944,1638
0.030946,1638
0.030960,675
0.030965,1638
0.030966,1638
0.030976,1638
0.030987,1638
0.030992,1638
0.030993,1638
0.031010,1442
0.031010,1638
0.031016,1638
0.031020,1638
0.031021,1638
0.031022,1638
0.031027,1638
0.031028,1442
0.031033,1638
0.031038,1442
0.031038,1442
0.031042,675
0.031048,675
0.031051,1638
0.031061,1638
0.031085,1442
0.031088,1638
0.031091,1638
0.031093,1638
0.031098,1638
0.031099,1638
0.031106,1638
0.031107,675
0.031115,675
0.031133,1638
0.031139,1638
0.031149,1638
0.031150,1638
0.031151,1638
0.031153,1638
0.031154,1638
0.031174,1638
0.031194,1638
0.031209,1638
0.031213,1638
0.031215,1638
0.031224,1638
0.031225,1638
0.031225,1638
0.031244,1638
0.031263,1638
0.031265,1638
0.031273,675
0.031294,1638
0.031304,1638
0.031308,1442
0.031330,675
0.031341,1442
0.031341,1638
0.031348,1442
0.031354,1638
0.031355,1442
0.031362,1638
0.031363,1638
0.031365,1638
0.031369,1638
0.031374,675
0.031377,1638
0.031398,1638
0.031399,1638
0.031402,675
0.031404,1638
0.031405,675
0.031405,1638
0.031422,1638
0.031424,1638
0.031426,675
0.031432,1638
0.031433,675
0.031433,1442
0.031437,1638
0.031443,1638
0.031447,1638
0.031466,1638
0.031496,675
0.031500,1638
0.031515,1638
0.031518,1442
0.031524,1638
0.031529,1638
0.031538,1638
0.031539,1638
0.031566,1442
0.031569,1638
0.031570,675
0.031573,1638
0.031578,1442
0.031583,1638
0.031583,1442
0.031591,1638
0.031603,1442
0.031606,1638
0.031622,1638
0.031631,1638
0.031636,1442
0.031643,1638
0.031647,1638
0.031653,1638
0.031653,675
0.031654,1638
0.031660,1638
0.031675,1442
0.031678,1638
0.031690,1638
0.031690,1638
0.031695,675
0.031696,1638
0.031698,675
0.031706,1638
0.031709,1638
0.031712,1638
0.031717,675
0.031719,1638
0.031719,1638
0.031726,1638
0.031749,1638
0.031750,1638
0.031770,675
0.031786,1442
0.031795,675
0.031796,675
0.031802,1638
0.031816,1638
0.031820,1638
0.031823,1638
0.031824,1638
0.031824,1638
0.031825,675
0.031833,675
0.031840,1638
0.031852,1442
0.031856,1638
0.031857,1442
0.031864,1638
0.031866,1638
0.031869,1638
0.031881,1638
0.031889,1638
0.031894,1638
0.031895,1442
0.031896,1638
0.031898,1638
0.031898,1442
0.031907,1638
0.031911,1638
0.031913,1638
0.031913,1638
0.031919,1638
0.031920,1638
0.031933,1638
0.031937,1638
0.031951,1638
0.031952,1638
0.031973,1638
0.031994,1638
0.031998,675
0.032009,675
0.032014,1638
0.032018,675
0.032026,1638
0.032037,1442
0.032048,1638
0.032069,1638
0.032079,1638
0.032079,675
0.032080,1638
0.032080,1638
0.032101,1638
0.032101,1442
0.032103,675
0.032107,1638
0.032122,1638
0.032124,1638
0.032138,1442
0.032148,1638
0.032154,1638
0.032155,1638
0.032169,675
0.032171,1638
0.032171,1638
0.032172,675
0.032195,675
0.032197,1638
0.032199,1638
0.032200,675
0.032206,1442
0.032208,1638
0.032208,675
0.032222,1440
0.032228,1638
0.032233,675
0.032244,1440
0.032248,1442
0.032255,675
0.032261,1638
0.032268,1638
0.032272,675
0.032280,1638
0.032280,1638
0.032293,1440
0.032293,1638
0.032295,1440
0.032297,1442
0.032300,1442
0.032305,675
0.032309,675
0.032315,1638
0.032326,1638
0.032329,1440
0.032347,675
0.032354,675
0.032355,1442
0.032370,1638
0.032372,1638
0.032379,1638
0.032384,1638
0.032386,675
0.032418,1442
0.032429,1638
0.032443,1638
0.032475,1638
0.032479,1638
0.032492,1638
0.032495,1442
0.032505,1638
0.032536,675
0.032541,1638
0.032549,1638
0.032560,1440
0.032562,1440
0.032563,1638
0.032564,1440
0.032569,1638
0.032571,1638
0.032572,1638
0.032581,1442
0.032583,1638
0.032594,1638
0.032596,1638
0.032604,1638
0.032606,1638
0.032607,1638
0.032608,1638
0.032609,1638
0.032610,1638
0.032612,1638
0.032618,1638
0.032628,1638
0.032631,1638
0.032636,1638
0.032647,1638
0.032650,1440
0.032653,1638
0.032671,675
0.032679,1638
0.032681,1638
0.032690,1638
0.032690,1638
0.032695,1638
0.032699,1440
0.032700,1638
0.032702,1638
0.032712,1442
0.032717,1440
0.032721,675
0.032722,1638
0.032722,1638
0.032726,1442
0.032726,1638
0.032728,1638
0.032729,1638
0.032738,1638
0.032742,1638
0.032743,675
0.032753,1638
0.032754,1638
0.032772,1638
0.032776,1440
0.032781,1638
0.032784,1638
0.032787,1638
0.032788,1638
0.032790,1638
0.032796,675
0.032796,1638
0.032806,1638
0.032806,1638
0.032806,1638
0.032811,1638
0.032812,1638
0.032813,1638
0.032814,1638
0.032815,1638
0.032821,1638
0.032822,1638
0.032825,1638
0.032828,1440
0.032831,1442
0.032832,1638
0.032834,1638
0.032837,1638
0.032843,1638
0.032844,1638
0.032854,1440
0.032861,1440
0.032879,1442
0.032880,1638
0.032892,1440
0.032907,1440
0.032907,1638
0.032912,1440
0.032913,1638
0.032915,675
0.032915,1638
0.032941,1638
0.032942,1638
0.032945,1440
0.032947,1638
0.032948,1440
0.032949,1638
0.032963,1638
0.032965,1638
0.032966,1440
0.032968,1638
0.032975,1638
0.032978,1638
0.032979,1440
0.032987,1638
0.032988,1638
0.032995,1638
0.032997,1638
0.033004,1440
0.033012,1638
0.033014,1638
0.033015,1638
0.033022,1440
0.033027,1442
0.033033,1442
0.033034,1442
0.033039,1440
0.033045,1638
0.033047,1442
0.033047,1638
0.033061,1440
0.033061,1638
0.033071,1638
0.033079,1440
0.033084,1638
0.033100,1638
0.033105,1638
0.033109,1638
0.033109,1442
0.033115,1638
0.033118,1442
0.033122,1638
0.033123,1638
0.033127,1440
0.033136,1442
0.033137,1442
0.033144,1638
0.033145,1442
0.033155,1638
0.033167,1638
0.033171,675
0.033172,1638
0.033174,1638
0.033178,675
0.033178,1638
0.033180,1638
0.033195,1442
0.033197,1638
0.033198,1638
0.033199,1638
0.033199,1440
0.033200,1442
0.033202,1440
0.033202,675
0.033203,1638
0.033203,1638
0.033208,1440
0.033209,1638
0.033214,1638
0.033218,1442
0.033220,675
0.033222,1638
0.033235,1638
0.033237,1442
0.033252,1638
0.033252,1638
0.033272,1442
0.033273,1638
0.033279,1638
0.033281,1638
0.033284,675
0.033288,1440
0.033289,675
0.033295,1442
0.033297,675
0.033299,1638
0.033324,1638
0.033326,1442
0.033333,1638
0.033339,1638
0.033343,1638
0.033346,675
0.033350,1638
0.033350,1442
0.033359,1638
0.033360,675
0.033361,1442
0.033366,1442
0.033371,1638
0.033372,1440
0.033372,675
0.033378,1638
0.033404,1638
0.033418,1638
0.033421,1440
0.033425,1442
0.033426,1638
0.033432,1638
0.033441,1638
0.033442,1442
0.033444,1638
0.033444,1440
0.033446,1638
0.033470,675
0.033479,1440
0.033480,1638
0.033483,1638
0.033484,1638
0.033490,1442
0.033511,1638
0.033513,1638
0.033517,1442
0.033521,1638
0.033533,1638
0.033534,1638
0.033539,1638
0.033553,1638
0.033558,1638
0.033563,1638
0.033565,1440
0.033575,1638
0.033576,1638
0.033581,1638
0.033581,1442
0.033591,1638
0.033601,1440
0.033601,1440
0.033603,675
0.033619,1638
0.033621,1638
0.033625,1638
0.033628,1638
0.033628,1638
0.033634,1638
0.033637,1638
0.033643,1440
0.033643,1638
0.033643,675
0.033644,1638
0.033646,1638
0.033667,1638
0.033687,1638
0.033690,675
0.033705,1638
0.033709,675
0.033720,1440
0.033725,1638
0.033734,1442
0.033735,1638
0.033744,1638
0.033746,1638
0.033751,1638
0.033757,1440
0.033762,1638
0.033767,1638
0.033773,1440
0.033782,1638
0.033788,1440
0.033811,1638
0.033812,1638
0.033814,1638
0.033814,1442
0.033815,1638
0.033818,1638
0.033827,675
0.033831,1638
0.033832,1638
0.033833,1638
0.033836,1638
0.033837,1440
0.033843,1440
0.033848,1638
0.033849,1638
0.033858,675
0.033859,1638
0.033875,1638
0.033876,1638
0.033878,675
0.033888,1638
0.033889,1638
0.033893,1638
0.033899,1638
0.033909,675
0.033910,675
0.033911,1638
0.033913,1638
0.033916,1442
0.033918,1442
0.033930,675
0.033935,1440
0.033942,1638
0.033945,1440
0.033955,1638
0.033959,1638
0.033972,1440
0.033980,675
0.033985,1638
0.033987,1440
0.033992,675
0.034001,1638
0.034006,1440
0.034008,1638
0.034018,1638
0.034034,1638
0.034037,1638
0.034042,675
0.034048,1638
0.034051,1638
0.034051,1638
0.034053,1638
0.034063,1638
0.034063,1638
0.034069,1638
0.034070,1442
0.034071,1442
0.034072,675
0.034075,1638
0.034078,1440
0.034078,1638
0.034085,1440
0.034106,1638
0.034111,1638
0.034126,1638
0.034130,1638
0.034139,1638
0.034142,1440
0.034144,1638
0.034146,1638
0.034149,1638
0.034151,675
0.034152,1440
0.034155,1638
0.034156,1638
0.034160,675
0.034166,675
0.034188,1638
0.034193,1440
0.034193,1638
0.034197,1638
0.034201,1440
0.034204,1638
0.034230,1442
0.034245,1440
0.034245,675
0.034254,1638
0.034260,1638
0.034264,1442
0.034272,1638
0.034277,1638
0.034280,1638
0.034285,1440
0.034293,1638
0.034299,675
0.034305,1638
0.034326,1638
0.034327,1638
0.034333,1638
0.034341,1638
0.034343,1638
0.034346,1638
0.034354,1638
0.034373,1440
0.034376,1638
0.034382,1638
0.034384,1440
0.034387,1442
0.034397,1638
0.034412,1440
0.034414,675
0.034416,675
0.034426,1440
0.034428,1638
0.034444,1638
0.034444,1638
0.034451,675
0.034458,1638
0.034460,675
0.034461,1442
0.034464,1638
0.034466,1638
0.034469,1638
0.034487,675
0.034492,1638
0.034501,1440
0.034501,1638
0.034503,1442
0.034512,1440
0.034513,1638
0.034514,1638
0.034515,1440
0.034527,1638
0.034530,1638
0.034554,1638
0.034557,1442
0.034560,1638
0.034561,1638
0.034575,1638
0.034577,1638
0.034579,1442
0.034593,1442
0.034602,1638
0.034603,1638
0.034605,1638
0.034632,1638
0.034642,1638
0.034644,1638
0.034645,1442
0.034649,1638
0.034653,1638
0.034656,1440
0.034659,1638
0.034662,1442
0.034664,1638
0.034665,1442
0.034679,1638
0.034681,1638
0.034688,1638
0.034692,1638
0.034694,1638
0.034706,1638
0.034712,1442
0.034722,1638
0.034730,1638
0.034735,1440
0.034735,1440
0.034742,1638
0.034744,1440
0.034759,1638
0.034759,1638
0.034768,1638
0.034781,675
0.034781,1440
0.034787,1638
0.034789,1638
0.034800,1638
0.034804,1638
0.034808,1638
0.034815,1638
0.034818,1442
0.034823,1638
0.034826,1638
0.034833,1638
0.034859,1638
0.034863,675
0.034882,1442
0.034882,1638
0.034893,1638
0.034903,1638
0.034909,1638
0.034910,1442
0.034912,1638
0.034927,1442
0.034934,1638
0.034940,1638
0.034942,1638
0.034949,1638
0.034949,1440
0.034949,675
0.034951,1638
0.034965,1442
0.034966,675
0.034966,1442
0.034972,1638
0.034973,1442
0.034973,675
0.034990,675
0.035002,1638
0.035004,1638
0.035005,1442
0.035039,675
0.035041,1442
0.035042,1638
0.035054,1638
0.035071,1638
0.035073,1638
0.035077,1440
0.035080,1638
0.035085,1638
0.035085,675
0.035106,1638
0.035107,1638
0.035121,1638
0.035125,1638
0.035125,1638
0.035128,1638
0.035131,675
0.035138,675
0.035138,1638
0.035147,1638
0.035147,1638
0.035153,1442
0.035153,1638
0.035160,1638
0.035160,675
0.035161,675
0.035164,675
0.035165,1638
0.035170,1638
0.035175,1440
